id,title,serial,manufacturer_name,frame_model,year,frame_colors,stolen,stolen_location,date_stolen
58459,2012 Larry Vs Harry Bullitt Cargo,WLH3123G,Larry Vs Harry,Bullitt Cargo,2012,['Red'],True,"San Francisco,94103",1442556000
58454,1995 Specialized Stumpjumper M2,95S10071,Specialized,Stumpjumper M2,1995,['Blue'],True,"Berkeley,94703",1442556000
58658,2015 Trek Domane 4.3,WTU324XD0197J,Trek,Domane 4.3,2015,"['White', 'Black', 'Orange']",True,"San Francisco,CA,94158",1442556000
58499,Bridgestone radac,absent,Bridgestone,radac,,['Silver or Gray'],True,"San Francisco,CA,94105",1442556000
58418,1995 Klein Bikes Rascal,RL5EBC,Klein Bikes,Rascal,1995,"['Purple', 'Black']",True,"San Francisco,94117",1442556000
58402,Cannondale Bad Boy 5,HAOVD0488L,Cannondale,Bad Boy 5,,['Black'],True,"San Francisco,94107",1442542933
59302,2013 PUBLIC bikes V7i 2013,absent,PUBLIC bikes,V7i 2013,2013,['Black'],True,"San Francisco,94102",1442469600
44066,2014 Trek 7.2 FX,tbi-2277,Trek,7.2 FX,2014,['Blue'],True,"Lafayette,CA,94549",1442469600
58503,1999 Specialized FSR XL Full suspension bike,PM805953,Specialized,FSR XL Full suspension bike,1999,['Silver or Gray'],True,"San Francisco,94103",1442469600
58308,Peugeot Nice,8829,Peugeot,Nice,,['Blue'],True,"San Francisco,94109",1442383200
58800,2015 Trek 7.4 FX Disc,WTU285C6105J,Trek,7.4 FX Disc,2015,['Silver or Gray'],True,"San Francisco,94124",1442383200
58366,2000 Specialized unknown,n/a,Specialized,unknown,2000,['Black'],True,"San Francisco,CA,94102",1442296800
58293,2015 Colnago CX-Zero,absent,Colnago,CX-Zero,2015,['Orange'],True,"San Francisco,94103",1442296800
58486,2012 PUBLIC bikes D8,07006,PUBLIC bikes,D8,2012,['Silver or Gray'],True,"Oakland,CA,94612",1442296800
57892,2015 Trek,WTU342C1185J,Trek,,2015,['Black'],True,"Oakland,94606",1442210400
58167,1999 LeMond Racing Cycles Zurich,280 51 781 1311,LeMond Racing Cycles,Zurich,1999,"['Stickers tape or other cover-up', 'White', 'Red']",True,"San Francisco,94110",1442210400
57842,2007 Gary Fisher Marlin,SCC5M9222,Gary Fisher,Marlin,2007,['White'],True,San Francisco,1442210400
57921,2015 Schwinn Racer,absent,Schwinn,Racer,2015,['Green'],True,"Oakland,94612",1442210400
57858,2008 Cannondale Synapse Triple,absent,Cannondale,Synapse Triple ,2008,['White'],True,"Sf,94110",1442124000
57829,2013 Breezer Greenway,B232IC0030J,Breezer,Greenway,2013,['Green'],True,"San Francisco,94110",1442124000
57646,2007 Novara Big Buzz,F04020701,Novara,Big Buzz,2007,['Silver or Gray'],True,"San Francisco,94103",1442037600
57733,2014 Trek 7.3 FX,WTU119C5996H,Trek,7.3 FX,2014,['Black'],True,"Berkeley,94705",1442037600
57758,Fuji,absent,Fuji,,,"['Black', 'White']",True,"San Francisco,CA,94105",1442037600
57726,2015 Brompton Bicycle S6L,1502323075,Brompton Bicycle,S6L,2015,['Black'],True,"San Francisco,94124",1442037600
57688,2011 Trek Lexa SLX,WTU023C2597F,Trek,Lexa SLX,2011,"['White', 'Silver or Gray']",True,"San Francisco,CA,94107",1441951200
57631,2004 Trek 5200,WL3136114,Trek,5200,2004,"['Blue', 'Silver or Gray']",True,"San Francisco,94103",1441951200
57845,2000 Giant TCR2,absent,Giant,TCR2,2000,['Yellow or Gold'],True,"San Francisco,94110",1441951200
57500,2014 Jamis Coda Sport,u12xu49517,Jamis,Coda Sport,2014,['Black'],True,"San Francisco,94117",1441864800
57570,2015 Diamondback Century 2,U154K02740,Diamondback,Century 2,2015,['Blue'],True,"San Francisco,CA,94105",1441864800
57550,2013 Santa Cruz TRC,CFSN B0012LM02504,Santa Cruz,TRC,2013,['White'],True,"Larkpsur,94939",1441864800
57496,2015 Cotic Escapade,absent,Cotic,Escapade,2015,['Teal'],True,"Berkeley,94702",1441864800
58579,2009 Jamis Coda Sport,absent,Jamis,Coda Sport,2009,['Red'],True,"Oakland,94609",1441778400
57620,2015 Electra Cruiser 1,WTU003A3303K,Electra,Cruiser 1,2015,['Red'],True,"San Francisco,94110",1441778400
60088,2011 Specialized Tarmac SL3 Expert Double,STAV410F0071,Specialized,Tarmac SL3 Expert Double,2011,['Black'],True,"Lafayette,94549",1441778400
60423,Burley Design D'Lite ST,D94805010900535,Burley Design,D'Lite ST,,"['Red', 'Black']",True,"Lafayette,94549",1441692000
57623,2015 Giant Defy Advanced 2,GB4Z3115,Giant,Defy Advanced 2 ,2015,['Black'],True,"Alameda,94501",1441692000
57256,2010 Specialized Sirrus Comp,WUD092289160E,Specialized,Sirrus Comp,2010,['Silver or Gray'],True,"San Francisco,94110",1441605600
57233,2008 Fuji CCR2,absent,Fuji,CCR2,2008,['Orange'],True,"San Francisco,94117",1441605600
57168,2010 Cervélo P2-SL,absent,Cervélo,P2-SL,2010,['Yellow or Gold'],True,"San Francisco,94117",1441605600
57854,1997 Specialized Stumpjunper,absent,Specialized,Stumpjunper,1997,['Green'],True,"Oakland,94607",1441605600
60042,2015 Trek,WTU183C5429H,Trek,,2015,['Black'],True,San Francisco,1441519200
57014,Trek 1400,absent,Trek,1400,,['White'],True,"San Francisco,94115",1441432800
57056,Specialized Sirius,absent,Specialized,Sirius,,['Silver or Gray'],True,"San Francisco,CA,94102",1441432800
56995,2013 Cannondale Quick 5,JM36452,Cannondale,Quick 5,2013,"['Black', 'Red']",True,"Alameda,94501",1441346400
57163,2004 Bike Friday New World Tourist,12587,Bike Friday,New World Tourist,2004,['Blue'],True,"San Francisco,94116",1441346400
56997,2014 Novara Matador 29,U141K25071,Novara,Matador 29,2014,"['Black', 'Red']",True,"Alameda,CA,94501",1441346400
56998,2013 Fuji B1 2588,1F 1080 1940,Fuji,B1 2588,2013,"['White', 'Yellow or Gold', 'Green']",True,"Oakland,CA,94610",1441346400
57412,2011 Specialized Allez Comp,WSBC602058022F,Specialized,Allez Comp,2011,"['Black', 'Red', 'White']",True,"Oakland,94604",1441346400
56900,2015 6KU Track,absent,6KU,Track,2015,['Yellow or Gold'],True,"San Francisco,94107",1441260000
56900,2015 6KU Track,absent,6KU,Track,2015,['Yellow or Gold'],True,"San Francisco,94107",1441260000
62375,2009 Specialized Dolce Elite Compact,m8ik41531,Specialized,Dolce Elite Compact,2009,"['Red', 'Black']",True,"Alameda,CA,94501",1441260000
56863,2011 Raleigh Capri 3.0,absent,Raleigh,Capri 3.0,2011,['Silver or Gray'],True,"Oakland,94609",1441260000
58141,2014 Ibis Ibis MoJo HDR,14HF0307M,Ibis,Ibis MoJo HDR,2014,['Black'],True,"Oakland,94609",1441260000
56780,2009 Surly Pugsley,8094162,Surly,Pugsley,2009,['Silver or Gray'],True,"San Francisco,94110",1441173600
58578,2013 PUBLIC bikes c7i,absent,PUBLIC bikes,c7i,2013,['Blue'],True,"Oakland,94609",1441173600
56765,2009 Redline 3.2,HR0943378,Redline,3.2,2009,"['Purple', 'Blue']",True,"Berkeley,94702",1441173600
56743,2015 Bianchi Strada,WBK745924K,Bianchi,Strada,2015,"['Silver or Gray', 'Green']",True,"San Francisco,CA,94114",1441087200
56748,2014 Fuji Absolute 1.3 D,SPE025IC0123J,Fuji,Absolute 1.3 D,2014,['Red'],True,"San Francisco,94103",1441087200
58172,2004 Bianchi Milano Cafe Racer,absent,Bianchi,Milano Cafe Racer,2004,['Silver or Gray'],True,"Oakland,94612",1441087200
56731,Trek Lexa,wtu175c867g,Trek,Lexa,,['Silver or Gray'],True,"Berkeley,CA,94704",1441087200
56813,Univega,absent,Univega,,,"['Red', 'White']",True,"San Francisco,CA,94103",1441087200
56414,2013 Cannondale Caad10 5 105,absent,Cannondale,Caad10 5 105,2013,['Red'],True,"Oakland,94607",1441046338
56418,2013 Marin Bikes COAST TRAIL WFG,MB3CTWGY17,Marin Bikes,COAST TRAIL WFG,2013,"['Black', 'Green', 'Silver or Gray']",True,"San,CA,94107",1441000800
56618,Marin Bikes Larkspur CS2,HA 14642ASE020,Marin Bikes,Larkspur CS2,,['Silver or Gray'],True,"Oakland,CA,CA",1441000800
56444,2015 Orbea Orca,2211356D12560F6,Orbea,Orca,2015,['Black'],True,"Richmond,94804",1441000800
56425,GT Bicycles Zaskar,absent,GT Bicycles,Zaskar,,"['Black', 'Red']",True,"San,94107",1441000800
56432,2012 Mission Bicycles,absent,Mission Bicycles,,2012,['Blue'],True,"San Francisco,CA,94102",1441000800
56325,2014 Vilano C1 Womens Comfort Road 21 Speed,0720140887,Vilano,C1 Womens Comfort Road 21 Speed,2014,['Green'],True,"San Francisco,94115",1440914400
56337,LeMond Racing Cycles Reno,absent,LeMond Racing Cycles,Reno,,['Purple'],True,"San Francisco,94107",1440914400
56404,2013 Mission Bicycles Light gray with purple rims and chain,M13011196,Mission Bicycles,Light gray with purple rims and chain,2013,"['Silver or Gray', 'Purple']",True,"San Francisco,94103",1440828000
57004,2015 Bianchi Impulso Dama,EK3E27870,Bianchi,Impulso Dama,2015,['White'],True,"Oakland,94609",1440828000
56377,1999 Kona Lava Dome,H9N18707,Kona,Lava Dome,1999,['Purple'],True,"San Francisco,94110",1440828000
56319,2015 Norco Bikes VFR 4 Forma,AJ5001384,Norco Bikes,VFR 4 Forma,2015,['Black'],True,"San Francisco,94110",1440828000
56290,"2014 Giant Liv, Alight",C84A6154,Giant,"Liv, Alight",2014,['Black'],True,San Francisco,1440828000
56112,2015 Magna Mountain Bike Women,T2767082090817,Magna,Mountain Bike Women,2015,['Purple'],True,"San Francisco,94103",1440741600
57371,"2011 Marin Bikes Bridgeway 17"" 700c",absent,Marin Bikes,"Bridgeway 17"" 700c ",2011,"['Yellow or Gold', 'Silver or Gray']",True,"San Francisco,94103",1440741600
61580,2010 Specialized Sirrus Sport X3,WSBC602009203F,Specialized,Sirrus Sport X3,2010,['Black'],True,"San Francisco,94114",1440741600
56072,1975 Raleigh Grand Prix,wk5004191,Raleigh,Grand Prix,1975,['Blue'],True,"San Francisco,94109",1440655200
56279,Trek Soho,EN1475,Trek,Soho,,['Silver or Gray'],True,"Berkeley,CA,94710",1440655200
56105,1983 Specialized expedition,absent,Specialized,expedition,1983,['Orange'],True,"Oakland,94609",1440655200
56060,2006 Redline 925,absent,Redline,925,2006,['Silver or Gray'],True,"Alameda,94501",1440655200
57085,2010 Surly Long Haul Trucker,absent,Surly,Long Haul Trucker,2010,['Blue'],True,"San Francisco,94105",1440655200
56013,2014 Diamondback Overdrive Comp,absent,Diamondback,Overdrive Comp,2014,['Silver or Gray'],True,"Berkeley,94709",1440639112
55926,2012 Soma Double Cross,TSFBG01059,Soma,Double Cross,2012,['Black'],True,"San Francisco,94118",1440568800
55876,2014 Trek 7.7 FX,WTU300XD5191H,Trek,7.7 FX,2014,['Black'],True,Walnut Creek,1440542362
56008,2014 Specialized ALLEZ C2,WSBC606071222I,Specialized,ALLEZ C2,2014,"['Black', 'Red']",True,"San Francisco,94103",1440482400
55877,2014 Huffy cranbrook,absent,Huffy,cranbrook,2014,['Yellow or Gold'],True,"San Francisco,94103",1440482400
94124,2015 Cannondale Quick 4,FM00797,Cannondale,Quick 4,2015,"['Silver or Gray', 'Black']",True,"San Francisco,CA",1440482400
55821,2015 Vilano C1 Comfort Road Bike,absent,Vilano,C1 Comfort Road Bike ,2015,['Blue'],True,"San Francisco,94105",1440482400
55786,2015 Jamis Coda Sport,U146U2762,Jamis,Coda Sport,2015,['Black'],True,"San Francisco,94112",1440396000
55731,2015 Cannondale R700,Q036614,Cannondale,R700,2015,['Black'],True,"San Francisco,94110",1440396000
92267,SCOTT,s5f02747,SCOTT,,,['Purple'],True,"Berkeley,CA,94702",1440396000
56043,Giant Iguana,GU685973,Giant,Iguana,,['Yellow or Gold'],True,"San Francisco,CA",1440396000
55656,KHS Bicycles,B13N00241,KHS Bicycles,,,['Red'],True,"San Francisco,94107",1440388180
55872,2010 Specialized Tarmac Expert SL Double,STD59A0477,Specialized,Tarmac Expert SL Double,2010,['White'],True,"San Francisco,94118",1440309600
55874,2012 Salsa El Mariachi,absent,Salsa,El Mariachi,2012,['Silver or Gray'],True,"San Francisco,94118",1440309600
55669,1993 Litespeed Obed,10139,Litespeed,Obed,1993,['Silver or Gray'],True,"San Francisco,94550",1440223200
55791,Gunnar Street Dog,absent,Gunnar,Street Dog,,['Orange'],True,"Berkeley,94703",1440223200
55085,Giant Escape 2,CC1J3368,Giant,Escape 2,,['Black'],True,"Oakland,CA,94609",1440223200
55539,2013 Salsa,M11030579,Salsa,,2013,['Blue'],True,"San Francisco,CA,94102",1440223200
55085,Giant Escape 2,CC1J3368,Giant,Escape 2,,['Black'],True,"Oakland,CA,94609",1440223200
55460,2007 Trek 5200T,WL3389947,Trek,5200T,2007,['Black'],True,"San Francisco,94111",1440223200
55669,1993 Litespeed Obed,10139,Litespeed,Obed,1993,['Silver or Gray'],True,"San Francisco,94550",1440223200
55358,2004 Fuji Silhoette,absent,Fuji,Silhoette,2004,['Silver or Gray'],True,"Oakland,94618",1440190492
55376,2003 Cannondale R1000,N028313,Cannondale,R1000,2003,"['Silver or Gray', 'Red']",True,San Francisco,1440136800
55353,2014 Felt Z85,F1206K5174,Felt,Z85,2014,"['Black', 'Red']",True,"San Francisco,94114",1440136800
55337,Schwinn,absent,Schwinn,,,['Blue'],True,"Oakland,94608",1440136800
55345,2014 Reid - Australia Osprey - Flat Bar Road Bike,absent,Reid - Australia,Osprey - Flat Bar Road Bike,2014,['White'],True,"San Francisco,94109",1440136800
55440,2009 Jamis Nova Pro,WK9E00303,Jamis,Nova Pro,2009,"['Green', 'White']",True,"San Francisco,94108",1440136800
55650,Schwinn Varsity,absent,Schwinn,Varsity,,['Green'],True,"Oakland,94608",1440136800
55770,2008 Trek 1.2T,WTU260C0619C,Trek,1.2T,2008,['Black'],True,"Berkeley,94708",1440136800
55502,2010 Marin Bikes San Rafael,CA10643FSC109,Marin Bikes,San Rafael,2010,['Blue'],True,"Redwood City,CA,94063",1440136800
55679,2015 Fuji Absolute,SWBD011L0269L,Fuji,Absolute,2015,['Silver or Gray'],True,"San Francisco,94158",1440136800
55730,2014 Critical Cycles Step-thru 7-Speed Shimano Hybrid Urban Commuter Road Bicycle,absent,Critical Cycles,Step-thru 7-Speed Shimano Hybrid Urban Commuter Road Bicycle,2014,['White'],True,"San Mateo,94401",1440136800
55255,2009 Specialized Sequoia,STB5163378,Specialized,Sequoia,2009,['Silver or Gray'],True,"San Francisco,94117",1440050400
55344,1999 Cannondale R300,D7634D2E52,Cannondale,R300,1999,['Purple'],True,"Oakland,94609",1440050400
55312,1978 Schwinn Road Bike,absent,Schwinn,Road Bike,1978,['Blue'],True,"San,94122",1440050400
55241,2014 Kent La Jolla,absent,Kent,La Jolla,2014,"['Red', 'White']",True,"San Francisco,CA,94110",1440050400
55336,2015 Trek Domane 4.3,WTU017XD0015J,Trek,Domane 4.3,2015,"['Blue', 'Black']",True,"Oakland,94608",1439964000
55233,2010 Gary Fisher Cronus Pro,absent,Gary Fisher,Cronus Pro,2010,['White'],True,"Millbrae,94030",1439964000
55405,2015 Schwinn Sidewinder,absent,Schwinn,Sidewinder,2015,"['Pink', 'Black']",True,"Lafayette,94549",1439877600
55181,2014 Cannondale Bad Boy 5,EM16952,Cannondale,Bad Boy 5,2014,['Black'],True,"San Francisco,94122",1439877600
56936,2006 Trek 2100,absent,Trek,2100,2006,['Silver or Gray'],True,"Oakland,94608",1439877600
55034,2010 Trek 520,absent,Trek,520,2010,['Brown'],True,"Albany,94706",1439791200
91370,SE Bikes Draft,absent,SE Bikes,Draft,,['Black'],True,"Berkeley,CA,94703",1439791200
54988,Giant Sedona,absent,Giant,Sedona  ,,['Silver or Gray'],True,"Oakland,94609",1439791200
55034,2010 Trek 520,absent,Trek,520,2010,['Brown'],True,"Albany,94706",1439791200
54877,2013 Marin Bikes Cortina,FA13482GS5026,Marin Bikes,Cortina,2013,['Black'],True,"San Francisco,94105",1439704800
54973,1983 Ross MTB,absent,Ross,MTB,1983,['Silver or Gray'],True,"Oakland,94610",1439704800
55413,2015 Evil Following,EVM15201520477,Evil,Following,2015,['Black'],True,"Moraga,94556",1439704800
54832,2015 Bianchi Pista,WBK702926E,Bianchi,Pista,2015,['Teal'],True,"San Francisco,CA,94110",1439704800
55861,1983 Trek 400,absent,Trek,400,1983,"['Blue', 'Yellow or Gold']",True,"San Francisco,94110",1439618400
54777,Trek,WTV121CS286F,Trek,,,['Blue'],True,"San Francisco,94114",1439618400
55128,2012 Jamis Coda Sport,U123U12672,Jamis,Coda Sport,2012,['Black'],True,"Berkeley,CA,94705",1439532000
54669,2014 Yuba ElMundo,ACA12M005971,Yuba,ElMundo,2014,['Black'],True,"Oakland,CA,94608",1439532000
54869,2012 Cannondale Synapse 5,absent,Cannondale,Synapse 5,2012,['Purple'],True,"San Francisco,94102",1439532000
54763,2012 Trek Marlin,WTU193C9076G,Trek,Marlin,2012,"['Black', 'Red']",True,"San Francisco,94117",1439532000
54679,2003 Novara,110Y0227,Novara,,2003,['Black'],True,"Oakland,94609",1439532000
54625,1971 Univega Univega,absent,Univega,Univega,1971,['Black'],True,"San Francisco,94110",1439445600
54540,2015 Fuji Traverse,00768661280109,Fuji,Traverse,2015,['Blue'],True,"Albany,94706",1439445600
33938,1993 Bridgestone MB-1,J4213809,Bridgestone,MB-1,1993,['White'],True,"San Francisco,CA,94114",1439445600
54542,2015 Huffy Sportsman,A11J5A181514,Huffy,Sportsman,2015,['Black'],True,"Albany,94706",1439445600
51592,Felt track,S1401444,Felt,track,,"['Teal', 'Yellow or Gold']",True,"San Francisco,CA,94117",1439445600
54776,2012 Specialized Globe Utility,C606044371F,Specialized,Globe Utility,2012,['Black'],True,"San Francisco,94114",1439359200
54464,2014 BMC Granfondo GF01,4RC4E3182,BMC,Granfondo GF01,2014,['Black'],True,"San Francisco,CA,94109",1439359200
54385,2014 Specialized Ariel Sport Disc,WSBC 606019697I,Specialized,Ariel Sport Disc ,2014,['Black'],True,"Berkeley,94709",1439317772
54457,2009 Marin Bikes Mill Valley,FF639ESF012,Marin Bikes,Mill Valley,2009,['Silver or Gray'],True,"San Francisco,94114",1439272800
54979,2015 Bianchi Vigorelli,WBK732036J,Bianchi,Vigorelli,2015,['Teal'],True,"San Francisco,CA,94118",1439272800
54437,2012 Kona fire mountain,absent,Kona,fire mountain,2012,['Yellow or Gold'],True,"Oakland,94609",1439272800
54320,2015 Specialized Sirrus Sport,293745,Specialized,Sirrus Sport,2015,['Black'],True,"San Francisco,CA,94110",1439186400
54292,1985 Specialized Allez SE,absent,Specialized,Allez SE,1985,['Red'],True,"San Francisco,CA,94107",1439186400
54600,"2015 Cannondale Cannondale Carbon Synapse 5 , 54 cm",CM69476,Cannondale,"Cannondale Carbon Synapse 5 ,  54 cm",2015,['White'],True,"San Francisco,94114",1439186400
59247,2010 Trek 7200,WTU 197C1742C,Trek,7200,2010,['White'],True,"San Carlos,94070",1439186400
54572,2009 Trek 7.3 FX WSD,wtu143c4017d,Trek,7.3 FX WSD,2009,['Yellow or Gold'],True,San Francisco,1439100000
54313,2006 Motobecane HT500,absent,Motobecane,HT500,2006,['Red'],True,"San Francisco,CA,94110",1439100000
54201,2015 Fuji Tread 1.1,WBD349L1183K,Fuji,Tread 1.1,2015,"['Black', 'Green']",True,"San Francisco,94107",1439100000
54293,Specialized Hardrock,absent,Specialized,Hardrock,,['Silver or Gray'],True,"San Francisco,94114",1439100000
54351,Raleigh Rush Hour,absent,Raleigh,Rush Hour,,['Silver or Gray'],True,"San Francisco,94107",1439013600
54403,2013 Specialized Hard tail 29er,wsbc601015531h,Specialized,Hard tail 29er,2013,['Red'],True,"San Francisco,94110",1439013600
54063,Fuji Gran Tourer,79E90309,Fuji,Gran Tourer,,['Silver or Gray'],True,"San Francisco,CA,94124",1439013600
54182,2015 Priority Bicycles Priority,P0P003765,Priority Bicycles,Priority,2015,['Blue'],True,"San Francisco,94110",1439013600
53929,Fuji,absent,Fuji,,,['Blue'],True,"San Francisco,94115",1438927200
74531,Trek 7300,absent,Trek,7300,,['Red'],True,"San Francisco,CA,94114",1438927200
31950,2015 Trek 7.2FX,WTU204C0906J,Trek,7.2FX,2015,['Black'],True,"Berkeley,CA",1438927200
53919,6KU,absent,6KU,,,['Yellow or Gold'],True,"San Francisco,94103",1438840800
55212,2015 Tern Eclipse P18,AA40302212,Tern,Eclipse P18,2015,['Black'],True,"Berkeley,94704",1438754400
53945,2013 Trek 7.2 FX,WTU213C6463H,Trek,7.2 FX,2013,['Black'],True,"Oakland,94618",1438754400
53836,2012 Novara Veritas,absent,Novara,Veritas,2012,['Yellow or Gold'],True,"San Francisco,94108",1438754400
53878,2014 Raleigh Misceo 2.0,U141K09336,Raleigh,Misceo 2.0,2014,['Black'],True,"San Francisco,CA,94110",1438754400
54045,2013 Handsome Cycles Devil commuter,absent,Handsome Cycles,Devil commuter,2013,['Blue'],True,"Sf,94117",1438668000
92411,Surly Long Haul Trucker,M12040330,Surly,Long Haul Trucker,,['Green'],True,"Oakland,CA,94608",1438668000
53721,2006 Trek 2.1 Pilot- ZR 9000 Alloy,absent,Trek,2.1 Pilot- ZR 9000 Alloy ,2006,['White'],True,"San Francisco,CA,94102",1438668000
53918,1985 Fuji Gran Touring,absent,Fuji,Gran Touring ,1985,['Silver or Gray'],True,"San Francisco,CA,94110",1438668000
53536,1980 Fuji,absent,Fuji,,1980,['Silver or Gray'],True,"San Francisco,94110",1438581600
53782,Giant Sedona ST w,C29F6721,Giant,Sedona ST w,,['Silver or Gray'],True,"Berkeley,94709",1438581600
53614,2014 Giant Escape 1,c63c1972,Giant,Escape 1,2014,['White'],True,"San Francisco,94123",1438581600
53526,2014 Trek 7.4 FX Disc,WTU211C6066J,Trek,7.4 FX Disc,2014,['Silver or Gray'],True,"San Francisco,94110",1438581600
53414,2015 Nashbar 105,absent,Nashbar,105,2015,['Black'],True,"San Francisco,94106",1438495200
53546,2015 Breezer Greenway Sport,WBD224L0978K,Breezer,Greenway Sport,2015,['Orange'],True,"San Francisco,94107",1438495200
53525,2012 Surly Long Haul Trucker,M11125828,Surly,Long Haul Trucker,2012,['Black'],True,"Oakland,94612",1438408800
53356,2014 Specialized Vita,WSBC60224949SI,Specialized,Vita,2014,['Purple'],True,"San Francisco,94107",1438322400
53289,2005 Bianchi Vigorelli,absent,Bianchi,Vigorelli,2005,"['Red', 'White']",True,"San Francisco,94123",1438322400
53113,2015 Diamondback,DAU15D005979,Diamondback,,2015,['Teal'],True,"Oakland,94609",1438302464
53079,2014 Salsa Vaya,M13053339,Salsa,Vaya,2014,['Blue'],True,"San Francisco,94117",1438236000
53216,2013 Salsa Fargo,absent,Salsa,Fargo,2013,['Blue'],True,"San Francisco,94110",1438236000
53056,2012 Specialized Sirrus,absent,Specialized,Sirrus,2012,['Black'],True,Oakland,1438236000
54301,2015 Giant,CB4J5566,Giant,,2015,"['Black', 'Black']",True,"Oakland,94608",1438236000
53075,2012 Giant Anthem-X,absent,Giant,Anthem-X,2012,['Black'],True,"San Francisco,94117",1438236000
53313,2015 Fuji Declaration,wbd135l0083k,Fuji,Declaration,2015,"['Black', 'White']",True,Berkeley,1438236000
53037,Trek 7.2 FX 20,WTU051C0733J,Trek,7.2 FX 20,,"['Black', 'Green']",True,"San Francisco,94117",1438236000
53067,2013 Yeti Arc-c,absent,Yeti,Arc-c,2013,['Teal'],True,"San Francisco,94117",1438149600
53287,2007 Bianchi Nirone,absent,Bianchi,Nirone,2007,"['Blue', 'Black']",True,"San Francisco,94115",1438149600
52789,PUBLIC bikes Dutch Style,absent,PUBLIC bikes,Dutch Style ,,['White'],True,"San Francisco,95133",1438110623
52781,Cramerotti Maverick,absent,Cramerotti,Maverick,,"['White', 'Blue']",True,"Berkeley,94702",1438063200
53875,Surly Long Haul Trucker,absent,Surly,Long Haul Trucker,,['Brown'],True,"San Francisco,94117",1438063200
52790,2014 Santa Cruz 5010 CR,absent,Santa Cruz,5010 CR,2014,['Silver or Gray'],True,"Oakland,CA,94618",1437976800
53667,Trek 7.2 FX,SWTU230C9965H,Trek,7.2 FX,,['Black'],True,"Berkeley,94704",1437976800
52778,2014 KTM Manhattan,D13F01945,KTM,Manhattan,2014,['Black'],True,"San Francisco,94107",1437976800
44266,2015 Del Sol Campus 101,05HAX5K0065,Del Sol,Campus 101,2015,['Black'],True,"Oakland,CA,94612",1437976800
52778,2014 KTM Manhattan,D13F01945,KTM,Manhattan,2014,['Black'],True,"San Francisco,94107",1437976800
52749,2014 Motobecane Sprint,absent,Motobecane,Sprint,2014,['White'],True,"San Francisco,94103",1437976800
52419,2012 Felt Z95,F1203K0545,Felt,Z95,2012,['White'],True,"San Francisco,94122",1437890400
52707,2014 Spot ajax,A209068066,Spot,ajax,2014,['Black'],True,"San Francisco,94102",1437890400
52465,1995 Trek 1220,absent,Trek,1220,1995,['Purple'],True,"Oakland,94609",1437890400
52683,Bianchi Via Nirone,absent,Bianchi,Via Nirone,,"['White', 'Teal']",True,"San Francisco,94123",1437890400
52531,Specialized Dolce Sport,absent,Specialized,Dolce Sport,,"['White', 'Purple']",True,"San Francisco,CA,94123",1437804000
52628,2013 Raleigh Revenio,U131K09039,Raleigh,Revenio,2013,['Black'],True,"San Francisco,CA,94103",1437804000
52841,2005 Marin Bikes BobCat Trail,C426CGE001,Marin Bikes,BobCat Trail,2005,"['Silver or Gray', 'Black']",True,"San Francisco,94117",1437804000
52712,2015 Giant Liv Alight 3,CZAD9384,Giant,Liv Alight 3,2015,['Green'],True,"San Francisco,94105",1437804000
52708,2015 Giant Escape 3,CIAC8775,Giant,Escape 3,2015,['Black'],True,"San Francisco,94105",1437804000
52261,2015 Evo,847130522,Evo,,2015,['Black'],True,"Berkeley,94702",1437773402
52559,1997 Keith Bontrager Titanium,absent,Keith Bontrager,Titanium,1997,['Silver or Gray'],True,"San Francisco,CA",1437717600
52590,2012 Kona Makena 20,absent,Kona,Makena 20,2012,"['Pink', 'White']",True,"San Francisco,CA",1437717600
52587,2012 Kona Kula 24,F1102K075,Kona,Kula 24,2012,"['Blue', 'White']",True,"San Francisco,CA",1437717600
52582,2000 Santa Cruz Superlight,1KZBH02891,Santa Cruz,Superlight,2000,"['Silver or Gray', 'Red']",True,"San Francisco,CA",1437717600
52164,2015 Trek,absent,Trek,,2015,['Black'],True,"Berkeley,94720",1437690228
52296,GT Bicycles,F100209244,GT Bicycles,,,['Blue'],True,94002,1437631200
52143,2014 Origin8 Crawler,B13060130,Origin8,Crawler,2014,['Silver or Gray'],True,"San Francisco,94118",1437631200
52151,2013 KHS Bicycles ULTRA SPORT 1.0,absent,KHS Bicycles,ULTRA SPORT 1.0,2013,['Red'],True,"San Francisco,94118",1437631200
52371,2015 Specialized Sirrus Sport,WSBC602346858J,Specialized,Sirrus Sport,2015,"['Black', 'Silver or Gray']",True,"San Francisco,94107",1437544800
52183,2000 Trek Hybrid,WL0073000,Trek,Hybrid,2000,['Red'],True,"San Francisco,94107",1437544800
51884,Jamis Ventura Sport,absent,Jamis,Ventura Sport,,['Red'],True,"San Francisco,CA,94109",1437458400
51790,2015 Specialized Tarmac Comp,wsbc604898013j1,Specialized,Tarmac Comp,2015,['Black'],True,"San Francisco,94110",1437372000
51992,2013 OHM,A0000250,OHM,,2013,['Green'],True,"San Francisco,CA,94102",1437372000
51992,2013 OHM,A0000250,OHM,,2013,['Green'],True,"San Francisco,CA,94102",1437372000
87138,Nashbar,NB120527,Nashbar,,,['Green'],True,"San Francisco,CA,94103",1437372000
51731,2014 Specialized Sirrus Comp Carbon,WSBC605003322I,Specialized,Sirrus Comp Carbon,2014,['Black'],True,"San,94105",1437285600
