id,title,serial,manufacturer_name,frame_model,year,frame_colors,stolen,stolen_location,date_stolen
30381,2010 Novara Big Buzz,U92K26837,Novara,Big Buzz,2010,['Silver or Gray'],True,"San Francisco,CA,94102",1409032800
30273,2013 Cannondale Synapse 6 Tiagra,absent,Cannondale,Synapse 6 Tiagra,2013,['Teal'],True,"San Francisco,CA,94122",1408946400
30619,1987 Bianchi reparto corse,absent,Bianchi,reparto corse,1987,['Black'],True,"Oakland,CA,94608",1408946400
64405,2013 Giant Escape 3,C13J7824,Giant,Escape 3,2013,['Black'],True,"Alameda,94501",1408860000
30264,2014 Raleigh Detour 3.5,U142k01061,Raleigh,Detour 3.5,2014,['Silver or Gray'],True,"Berkeley,CA,94703",1408773600
30230,"2012 Trek Trek 7.2 FX 15""",wtu083c5146g,Trek,"Trek 7.2 FX 15""",2012,['Black'],True,"San Francisco,CA,94102",1408773600
30274,2012 Bionic / Volga Verdi b5-R,absent,Bionic / Volga Verdi,b5-R,2012,['Silver or Gray'],True,"San Francisco,CA,94117",1408773600
30231,2012 IRO Cycles,absent,IRO Cycles,,2012,['Black'],True,"San Francisco,CA",1408773600
33515,Specialized,absent,Specialized,,,['Blue'],True,"Berkeley,CA",1408773600
30199,2014 Specialized stumpjumper,absent,Specialized,stumpjumper,2014,['White'],True,Berkeley,1408768726
31349,Fuji Absolute 2.3,PE058IC1212J,Fuji,Absolute 2.3,,['Black'],True,"San Francisco,CA,94103",1408687200
30280,2014 Cannondale,EM06508,Cannondale,,2014,['Black'],True,"San Francisco,CA,94103",1408687200
30218,2004 Cannondale R700,P055313,Cannondale,R700,2004,['Silver or Gray'],True,"San Francisco,CA,94103",1408687200
30146,2008 Redline R540,absent,Redline,R540,2008,"['Yellow or Gold', 'Stickers tape or other cover-up']",True,"San Francisco,CA,94114",1408600800
30154,2014 BH Bikes Easy Motion Evo Eco Lite,W1310L0064,BH Bikes,Easy Motion Evo Eco Lite,2014,['Black'],True,"San Francisco,94114",1408600800
30371,2012 Giant Escape 2 XL,CB1J5551,Giant,Escape 2 XL,2012,['Black'],True,"Oakland,CA,94612",1408600800
30106,2013 Trek 1.2,WTU178C7482G,Trek,1.2,2013,"['White', 'Black', 'Red']",True,"San Francisco,CA,94103",1408514400
30081,2009 Raleigh Cadent FT 1,U93K39577,Raleigh,Cadent FT 1,2009,['Black'],True,"San Francisco,CA,94122",1408514400
30216,2007 Surly Cross-Check,absent,Surly,Cross-Check,2007,['Black'],True,"San Francisco,CA,94102",1408514400
30118,SCOTT,absent,SCOTT,,,"['Blue', 'Black']",True,"San Francisco,CA,94103",1408514400
30123,2014 Giant Alight,C54D4515,Giant,Alight,2014,"['Blue', 'Silver or Gray']",True,"Berkeley,CA,94720",1408514400
30032,Peugeot,absent,Peugeot,,,['Blue'],True,"San Francisco,CA,94112",1408341600
30036,2014 Specialized Vita,WSBC602062578I,Specialized,Vita,2014,"['Purple', 'White']",True,"San Francisco,CA,94110",1408255200
30079,2012 Schwinn Paramount Design N'litened Silver label aluminum frame with Black Label Carbon Seatstays with Road Tuned geometry,absent,Schwinn,Paramount Design N'litened Silver label aluminum frame with Black Label Carbon Seatstays with Road Tuned geometry,2012,['Red'],True,"Berkeley,CA,94702",1408168800
29974,Trek,absent,Trek,,,['Yellow or Gold'],True,"San Francisco,94118",1408168800
29941,1982 Trek 800,absent,Trek,800,1982,"['Brown', 'Silver or Gray']",True,"San Francisco,94117",1408082400
29982,Diamondback Insight,U93K72480,Diamondback,Insight,,['Silver or Gray'],True,"Berkeley,94703",1408082400
30000,2013 Trek FX 7.2,wtu335c6376h,Trek,FX 7.2,2013,['Black'],True,"Berkeley,94710",1407996000
29877,Kona CINDER CONE,absent,Kona,CINDER CONE,,['Silver or Gray'],True,"Berkeley,94705",1407996000
29891,2013 KHS Bicycles,absent,KHS Bicycles,,2013,['Silver or Gray'],True,"Sf,94107",1407909600
29855,2009 Specialized Rockhopper Pro 29,wsbc602213885f,Specialized,Rockhopper Pro 29,2009,"['White', 'Black', 'Red']",True,"Pleasant Hill,94523",1407909600
29817,2014 Masi Uno Rise,39W4H00177,Masi,Uno Rise,2014,"['Black', 'Red']",True,"Piedmont,94611",1407736800
29739,2009 KHS Bicycles Flite 900,absent,KHS Bicycles,Flite 900,2009,"['Black', 'Red']",True,"San Francisco,94118",1407650400
29954,2003 Giant Iguana,GE391538,Giant,Iguana,2003,['Silver or Gray'],True,"San Francisco,94121",1407650400
29707,2013 Raleigh Revenio 3.0,U131K09055,Raleigh,Revenio 3.0,2013,['Black'],True,"San Francisco,94117",1407650400
54267,2013 GT Bicycles Series 3,haove00836,GT Bicycles,Series 3,2013,['White'],True,"San Francisco,94118",1407650400
29709,2014 Bianchi Volpe,WBK748462H,Bianchi,Volpe,2014,['Blue'],True,"Berkeley,94708",1407650400
29683,2014 Specialized Sirrus Sport,WSBC602149313I,Specialized,Sirrus Sport,2014,['Silver or Gray'],True,"San Francisco,94116",1407564000
29736,2007 Specialized Rockhopper Comp Disc,P7FAW0045,Specialized,Rockhopper Comp Disc,2007,['Red'],True,San Francisco,1407564000
29866,2002 Giant OCR 1,absent,Giant,OCR 1,2002,"['Black', 'Red']",True,"San Francisco,CA",1407564000
29789,2005 Bianchi Pista,absent,Bianchi,Pista,2005,['Silver or Gray'],True,"San Francisco,94103",1407564000
29610,Trek 1.5 WSD,WTU133C1732E,Trek,1.5 WSD,,['Blue'],True,"San Francisco,94110",1407477600
29601,1969 Raleigh Women's Sprite,absent,Raleigh,Women's Sprite,1969,['Green'],True,"San Francisco,94107",1407477600
29676,2011 Raleigh CADENT FT2 59/XL,UOYK09963,Raleigh,CADENT FT2 59/XL,2011,['Silver or Gray'],True,"San Francisco,94105",1407477600
30134,Specialized Stumpjumper Expert Crbon 29,WSBC604130949F,Specialized,Stumpjumper Expert Crbon 29,,"['White', 'Red']",True,"Sf,CA,94115",1407477600
29599,2012 Ciocc Rydon,XP10111148,Ciocc,Rydon,2012,"['Black', 'White', 'Silver or Gray']",True,"San Francisco,CA",1407477600
29782,Specialized Sirrus Sport Disc,SBC602359479I,Specialized,Sirrus Sport Disc,,['Black'],True,"San Francisco,94107",1407477600
29771,2011 Cervélo S2 48cm,absent,Cervélo,S2 48cm,2011,['Black'],True,"San Francisco,CA,94110",1407391200
29668,Davidson Road,absent,Davidson,Road,,['Blue'],True,"Berkeley,94705",1407391200
29622,Fuji Crosstown 2.0,absent,Fuji,Crosstown 2.0,,['Blue'],True,"San Francisco,94103",1407304800
29548,2010 Diamondback Kalamar,5GH09D000366,Diamondback,Kalamar,2010,['Black'],True,"San Francisco,94110",1407218400
29596,1998 Nishiki Blazer,absent,Nishiki,Blazer,1998,['Red'],True,"San Francisco,94103",1407218400
29481,2012 Diamondback Overdrive,BUS162092001,Diamondback,Overdrive,2012,['Black'],True,"San Anselmo,94960",1407132000
29380,2008 Trek 2.1 WSD,absent,Trek,2.1 WSD,2008,['Red'],True,Oakland,1407125927
29457,2013 Specialized Crosstrail,WSBC606131731H,Specialized,Crosstrail,2013,['Black'],True,"San,94117",1407045600
29322,2014 Trek 7.2 FX,WTU345C6269H,Trek,7.2 FX,2014,['Black'],True,"San Francisco,94115",1406959200
29331,2012 Giant Avail 1,GZIG0284,Giant,Avail 1,2012,['Silver or Gray'],True,"San Francisco,94133",1406959200
38726,2010 KHS Bicycles Flite 220,absent,KHS Bicycles,Flite 220,2010,['Blue'],True,"San Francisco,CA,94124",1406959200
63227,2013 Trek District,wtu299c5656h,Trek,District,2013,['Black'],True,"Berkeley,94705",1406872800
30065,Fuji Absolute 2.3,SPE153IC0529J,Fuji,Absolute 2.3,,"['Black', 'Blue']",True,"Greenbrae,CA",1406872800
29506,LeMond Racing Cycles Poprad,WL3366122,LeMond Racing Cycles,Poprad,,['Orange'],True,"San Francisco,94117",1406872800
29442,Ecobike Elegance,absent,Ecobike,Elegance,,['Silver or Gray'],True,"San Francisco,94110",1406872800
29410,2012 Surly Cross-Check,absent,Surly,Cross-Check,2012,['Black'],True,"San Francisco,94107",1406872800
30496,2006 Gary Fisher Ziggurat,WL3319169,Gary Fisher,Ziggurat,2006,"['Silver or Gray', 'Black', 'Blue']",True,"San Francisco,CA,94122",1406786400
29246,2013 Sun 35P,absent,Sun,35P,2013,['Blue'],True,"Benicia,94510",1406786400
29250,1998 Bianchi Alorro,absent,Bianchi,Alorro,1998,['Teal'],True,"Berkeley,94703",1406786400
29195,2007 Fuji Roubaix pro LTD,absent,Fuji,Roubaix pro LTD,2007,['White'],True,San Francisco,1406700000
29252,2013 Specialized Tarmac SL4 Pro OSBB Frameset,STBQ212HO467,Specialized,Tarmac SL4 Pro OSBB Frameset,2013,['Black'],True,"San Francisco,94117",1406613600
29207,2005 Giant Tri- Bike,absent,Giant,Tri- Bike,2005,"['Red', 'Black']",True,"San Francisco,94118",1406613600
29276,2014 Mercier Elle,absent,Mercier,Elle,2014,['Pink'],True,"San Francisco,94118",1406613600
29196,2011 Trek 1.5,wtu186c1145f,Trek,1.5,2011,['Black'],True,"San Francisco,94117",1406613600
30426,SyCip,absent,SyCip,,,['Blue'],True,"San Francisco,CA,94102",1406613600
29144,Ibis Ripley,absent,Ibis,Ripley,,['Red'],True,"San Rafael,94901",1406527200
31087,2011 Cannondale Rz one twenty-3,absent,Cannondale,Rz one twenty-3,2011,"['Black', 'Red']",True,"El Cerrito,CA,94530",1406527200
29447,2009 Raleigh,U84K295G1,Raleigh,,2009,['Yellow or Gold'],True,"San Francisco,94123",1406440800
29090,Windsor Windsor Oxford Three Speed City Men's,absent,Windsor,Windsor Oxford Three Speed City Men's ,,['Green'],True,"Oakland,94612",1406440800
29103,Bridgestone Men's Road Bike,absent,Bridgestone,Men's Road Bike,,['Red'],True,"San Francisco,CA 94107",1406440800
29332,2012 Jamis Coda Comp,U121U23086,Jamis,Coda Comp,2012,['Silver or Gray'],True,"San Francisco,94109",1406354400
29116,1997 Litespeed Classic,absent,Litespeed,Classic,1997,['Silver or Gray'],True,"San Francisco,94122",1406354400
29162,2013 Specialized Dolce Compact,wsbc601014549h,Specialized,Dolce Compact,2013,"['Silver or Gray', 'Teal']",True,San Francisco,1406268000
29449,2014 Tommaso Monza,y13e001596,Tommaso,Monza,2014,['White'],True,"San Francisco,94103",1406181600
33676,2004 Giant TCR Composite 2,GH3B278,Giant,TCR Composite 2,2004,['Black'],True,"San Francisco,CA",1406095200
28991,2010 Giant Avail,GV0G6819,Giant,Avail,2010,['Purple'],True,"San Francisco,94114",1406095200
28967,Trek 7.5 FX,WTU245C1002B,Trek,7.5 FX,,['Silver or Gray'],True,"Berkeley,94705",1406095200
28973,Gary Fisher Aquila,absent,Gary Fisher,Aquila,,['Green'],True,"San Francisco,94133",1406095200
28861,Motiv,absent,Motiv,,,['Red'],True,"Berkeley,94704",1405922400
28917,2013 Solé Palamara,absent,Solé,Palamara,2013,['Blue'],True,"San Francisco,94117",1405836000
31667,1985 Mikkelsen Custom,absent,Mikkelsen,Custom,1985,['Red'],True,"Oakland,CA,94609",1405836000
29226,2011 Surly Cross-Check,11040,Surly,Cross-Check,2011,['Green'],True,"Oakland,94612",1405836000
28942,Cannondale Caad R800,absent,Cannondale,Caad R800,,['Blue'],True,"San Francisco,94105",1405836000
29508,2012 Devinci Devinci Oslo,S32406043,Devinci,Devinci Oslo,2012,['Black'],True,"San Francisco,94109",1405749600
28827,2006 Marinoni T3,absent,Marinoni,T3,2006,['Blue'],True,"San Francisco,94118",1405749600
28785,2014 Trek 7.2fx,wtu335c5031h,Trek,7.2fx,2014,['Black'],True,"Oakland,94609",1405749600
29005,1984 Trak (Trek Knock Off),absent,Trak (Trek Knock Off),,1984,['Green'],True,"San Francisco,94110",1405663200
28633,2013 Schwinn Amira Comp Force,WSBC6041486564,Schwinn,Amira Comp Force,2013,['Silver or Gray'],True,"Richmond,94805",1405663200
28624,2005 DEAN Titanium (Sandvik),absent,DEAN,Titanium (Sandvik),2005,['Silver or Gray'],True,"Berkeley,94707",1405662064
28611,1998 Cannondale CAD 3,absent,Cannondale,CAD 3,1998,['Yellow or Gold'],True,"San Francisco,94110",1405576800
28844,2004 Marin Bikes Point Reyes,F174ISC009,Marin Bikes,Point Reyes,2004,['Silver or Gray'],True,"San Francisco,94103",1405490400
28598,Trek Hybrid,absent,Trek,Hybrid,,['Yellow or Gold'],True,"San Francisco,94103",1405490400
27013,2005 Trek 1200,tbi-0405 c45bt196,Trek,1200,2005,"['Silver or Gray', 'Black', 'Red']",True,"San Francisco,94107",1405490400
65816,1998 Klein Bikes Mantra,V02980805P,Klein Bikes,Mantra,1998,['Black'],True,"Castro Valley,94546",1405490400
28608,2007 Maverick IN Hoist,C2785086,Maverick, IN Hoist,2007,['Brown'],True,"San Francisco,94111",1405490400
28955,2004 Marin Bikes Point Reyes,F17415C009,Marin Bikes,Point Reyes,2004,['Silver or Gray'],True,"San Francisco,94103",1405490400
28626,2007 Marin Bikes Novato,C157FSB109,Marin Bikes,Novato,2007,['Silver or Gray'],True,"San Francisco,CA,94103",1405490400
31156,2012 Raleigh Detour 4.5 Women's,U119L07494,Raleigh,Detour 4.5 Women's,2012,['White'],True,"San Francisco,CA",1405490400
28616,2009 Giant Seek 2,absent,Giant,Seek 2,2009,['Silver or Gray'],True,"Emeryville,94608",1405490400
51280,2015 Specialized Dolce,WSBC602186388J,Specialized,Dolce,2015,['White'],True,"San Francisco,94105",1405404000
28623,Trek 7.0 FX,339C6687H,Trek,7.0 FX,,"['Silver or Gray', 'Yellow or Gold']",True,"San Francisco,94103",1405404000
28435,Nashbar steel roadbike,absent,Nashbar,steel roadbike,,['Blue'],True,"San Francisco,94103",1405317600
28791,Cayne Uno,absent,Cayne,Uno,,"['Black', 'Green']",True,"San Francisco,94110",1405317600
28504,Dahon mu xl,D207636618 ,Dahon,mu xl,,['Silver or Gray'],True,"San Francisco,ca",1405317600
27281,2014 Bianchi Via Nirone Claris Compact,WBK9192351,Bianchi,Via Nirone Claris Compact,2014,['White'],True,"Berkeley,94704",1405317600
30207,2007 Giant TCR Comp,absent,Giant,TCR Comp,2007,['Black'],True,"Berkeley,CA,94710",1405317600
29056,Nishiki Road Bike,absent,Nishiki,Road Bike,,['Blue'],True,"San Francisco,94108",1405231200
28415,2006 Specialized Allez Sport Triple,P4LK190,Specialized,Allez Sport Triple,2006,['Black'],True,"Berkeley,94703",1405231200
28419,2013 Trek Madone 4.5 H2 (Compact),WTUO72CT5250G,Trek,Madone 4.5 H2 (Compact),2013,['White'],True,"San Francisco,94110",1405231200
28414,2006 Specialized Allez Elite,absent,Specialized,Allez Elite,2006,['Red'],True,"San Francisco,94107",1405144800
28509,2009 Ibis Mojo SL Race Prototype,absent,Ibis,Mojo SL Race Prototype,2009,['Black'],True,"Larkspur,94904",1405144800
28360,1988 Schwinn Traveler,absent,Schwinn,Traveler,1988,['White'],True,"San Francisco,90413",1405144800
28304,2011 Specialized Hardrock Disc 29er,wsbc602190358f,Specialized,Hardrock Disc 29er,2011,['Blue'],True,"San Fransisco,94114",1405058400
29237,2014 Breezer storm sport,FJ231iC0002J,Breezer,storm sport,2014,"['Black', 'White', 'Green']",True,"San Francisco,CA",1405058400
28388,2013 Breezer Downtown EX,SWBD353L0654J,Breezer,Downtown EX,2013,['Blue'],True,"Oakland,94606",1405058400
29239,2014 Breezer Storm Sport,BZ272iC0040J,Breezer,Storm Sport,2014,"['Black', 'White', 'Green']",True,"San Francisco,CA",1405058400
28268,2013 PUBLIC bikes V7,W23K00350,PUBLIC bikes,V7,2013,['Silver or Gray'],True,San Francisco,1404972000
28247,2014 Fuji Absolute 1.1 D,WBD289L1364J,Fuji,Absolute 1.1 D,2014,['Black'],True,"San Francisco,94118",1404885600
28257,2010 Cannondale Quick 5,UM07615,Cannondale,Quick 5,2010,['Silver or Gray'],True,"San Francisco,94103",1404799200
28200,2007 Raleigh Cadent,absent,Raleigh,Cadent,2007,"['White', 'Blue']",True,"San Francisco,94117",1404799200
28184,2014 Airborne Goblin,CA051304001,Airborne,Goblin,2014,"['Black', 'Green']",True,"San Francisco,94103",1404712800
28181,2013 Trek 7.4 FX,WTU197C9314G,Trek,7.4 FX,2013,['White'],True,San Francisco,1404712800
29375,2006 Trek Madone 5.2,WL3270543,Trek,Madone 5.2,2006,['Silver or Gray'],True,"San Francisco,,94110",1404712800
32127,2012 PUBLIC bikes Mixte,WE3H00016,PUBLIC bikes,Mixte,2012,['Blue'],True,"Berkeley,CA,94703",1404712800
28100,Breezer Uptown 8,absent,Breezer,Uptown 8,,['Black'],True,"San Francisco,CA,94110",1404712800
28050,2001 Motiv Vortex,absent,Motiv,Vortex,2001,['Yellow or Gold'],True,"Oakland,94606",1404626400
28410,2013 Specialized Tarmac SL4 Elite Rival,Wsbc604075958G,Specialized,Tarmac SL4 Elite Rival,2013,['Black'],True,"San Francisco,94105",1404626400
28208,2010 Specialized Dolce Elite,absent,Specialized,Dolce Elite,2010,['White'],True,"San Francisco,94110",1404626400
28028,2008 Specialized mtn Bike,absent,Specialized,mtn Bike,2008,"['Green', 'Brown']",True,"San Francisco,94000",1404626400
29117,2012 Marin Bikes Fairfax,JA12462GJEO14,Marin Bikes,Fairfax,2012,['White'],True,"San Francisco,94103",1404626400
28161,2014 PUBLIC bikes C7,201075VB14-F,PUBLIC bikes,C7,2014,['Red'],True,"Berkeley,94710",1404626400
27998,2013 Specialized Allez Compact,WSBC602349149H,Specialized,Allez Compact,2013,['Red'],True,"San Francisco,94111",1404540000
27999,2012 Cannondale,RM92106,Cannondale,,2012,['Blue'],True,San Francisco,1404540000
28013,2013 Surly 60,m11093318,Surly,60,2013,['Blue'],True,"San Francisco,94107",1404453600
28102,2014 Specialized Hardrock 26,WSBC606068722I,Specialized,Hardrock 26,2014,['Black'],True,"Redwood City,94063",1404367200
28171,2012 Specialized Tarmac SL4 Pro Mid-Compact,absent,Specialized,Tarmac SL4 Pro Mid-Compact,2012,['White'],True,"Berkeley,94704",1404367200
27954,2011 Globe Daily 2,WSBC606600100F,Globe,Daily 2,2011,['Blue'],True,"Oakland,94610",1404367200
28023,2014 Specialized Sirrus Elite,WSBC6020596071,Specialized,Sirrus Elite,2014,['Silver or Gray'],True,"Oakland,94611",1404367200
27938,Innerlight Cycles,absent,Innerlight Cycles,,,"['Teal', 'Pink']",True,"San Francisco,94103",1404367200
27901,2006 Bianchi Brava,absent,Bianchi,Brava,2006,['Silver or Gray'],True,"San Francisco,94110",1404280800
31750,"Maverick Iron Horse Maverick 4.0 Adult XC Dual-Suspension Mountain Bike (Gold, 19.5-Inch Frame)",C2785086,Maverick,"Iron Horse Maverick 4.0 Adult XC Dual-Suspension Mountain Bike (Gold, 19.5-Inch Frame)",,['Yellow or Gold'],True,San Francisco,1404194400
27874,2014 Fuji Declaration,WBD248L0244J,Fuji,Declaration,2014,['Black'],True,"Oakland, 94609",1404194400
27812,Schwinn,SNIDC11L05498,Schwinn,,,['Brown'],True,"Berkeley,94702",1404108000
27909,2013 Bianchi Campione,WB731031H,Bianchi,Campione,2013,['Black'],True,"Oakland,94608",1404108000
27797,2011 Colnago CX-1 Evo,TF10H0328,Colnago,CX-1 Evo,2011,['Black'],True,San Francisco,1404021600
27821,2013 Specialized Sirrus,WSBC602265117H,Specialized,Sirrus,2013,['Silver or Gray'],True,"San Francisco,94131",1404021600
27904,2007 Bianchi Brava,H7BR10081,Bianchi,Brava,2007,['Red'],True,"San Francisco,94114",1404021600
27677,2011 Trek Lexa SLX (Compact or Triple),SWTU021C3525F,Trek,Lexa SLX (Compact or Triple),2011,"['White', 'Silver or Gray']",True,"Oakland,94618",1403997776
28141,2013 Cannondale Quick 4,GM86978,Cannondale,Quick 4,2013,['Black'],True,"San Francisco,94114",1403935200
27593,2013 Cannondale Synapse 5 105,IMO4132,Cannondale,Synapse 5 105,2013,"['Silver or Gray', 'Teal']",True,"San Francisco,94107",1403848800
29740,2013 Virtue Virtue 7,SD12050719,Virtue,Virtue 7,2013,['Black'],True,"San Francisco,94111",1403848800
27556,2013 SE Bikes SE Monterey 21,absent,SE Bikes,SE Monterey 21,2013,['Red'],True,"San Francisco,94103",1403762400
27519,2013 GT Bicycles Avalanche 3.0,absent,GT Bicycles,Avalanche 3.0,2013,['Black'],True,"San Francisco,94103",1403676000
27514,2013 Raleigh Misceo 1.0,U136K10695,Raleigh,Misceo 1.0,2013,['Silver or Gray'],True,"San Francisco,94103",1403676000
27468,2008 Cannondale Bad Boy Disc,Q096974,Cannondale,Bad Boy Disc,2008,['Black'],True,"#6,94103",1403589600
27638,2013 Prodeco Phantom X2,P130204,Prodeco,Phantom X2,2013,['Black'],True,"San Francisco,94107",1403589600
27800,2014 Giant Escape O W,C53J3370,Giant,Escape O W,2014,"['White', 'Red']",True,"Emeryville,94608",1403589600
27454,2012 Felt Zw75,S2G700587,Felt,Zw75,2012,"['Red', 'White', 'Black']",True,"San Francisco,Ca",1403589600
27443,2012 Soma Double Cross,TSFA501015,Soma,Double Cross,2012,['Silver or Gray'],True,"San Francisco,94103",1403503200
27478,2014 Fuji Traverse 1.8 SMU,WBD341L1689J,Fuji,Traverse 1.8 SMU,2014,['Red'],True,"Oakland,94612",1403503200
27995,2010 Marin Bikes Muirwoods 29er,CA10626LSD428,Marin Bikes,Muirwoods 29er,2010,['Black'],True,"San Francisco,94122",1403503200
27817,2013 Trek Lexa C 47,wtv221c6497g,Trek,Lexa C 47,2013,['Black'],True,San Francisco,1403416800
27421,2014 Felt Z100,F1204K3877,Felt,Z100,2014,['Silver or Gray'],True,"San,94111",1403416800
27557,2012 Fuji Shimano Ultegra/Dura Ace,absent,Fuji,Shimano Ultegra/Dura Ace,2012,"['White', 'Orange', 'Black']",True,San Francisco,1403416800
27453,2011 Specialized,absent,Specialized,,2011,['Yellow or Gold'],True,"San Francisco,94110",1403330400
27441,1984 Lotus Men's Road Bike,absent,Lotus,Men's Road Bike,1984,['Red'],True,"San Francisco,CA,94109",1403330400
27353,2013 KHS Bicycles FLITE 223,V12S01897,KHS Bicycles,FLITE 223,2013,"['Black', 'Red']",True,"San Francisco,94110",1403330400
27394,2013 Takara 12780-Parent,absent,Takara,12780-Parent,2013,['Black'],True,"Oakland,94606",1403157600
28031,2012 Surly Long Haul Trucker,M11126027,Surly,Long Haul Trucker,2012,['Green'],True,"Berkeley,94704",1403157600
27295,Diamondback Ascent,absent,Diamondback,Ascent,,['Green'],True,"San Francisco,94107",1403157600
27516,2014 Cannondale Synapse Carbon Women's 6 105,GM89099,Cannondale,Synapse Carbon Women's 6 105,2014,"['Silver or Gray', 'White']",True,San Francisco,1403157600
27350,2013 GT Bicycles Corsa II,absent,GT Bicycles,Corsa II,2013,['Red'],True,"Oakland,94618",1402984800
27225,Rock Lobster custom,absent,Rock Lobster,custom,,['Silver or Gray'],True,"San Francisco,94122",1402984800
26974,"Cannondale Women's Synapse 6 alloyed triple Tiagra 48""",IM33437,Cannondale,"Women's Synapse 6 alloyed triple Tiagra 48""",,"['White', 'Orange', 'Red']",True,"San Francisco,CA,94105",1402898400
27258,2014 Specialized Vita Sport,WSBC602328617I ,Specialized,Vita Sport,2014,['Silver or Gray'],True,"San Francisco,94110",1402898400
27047,2014 Motobecane Mirage Pro,absent,Motobecane,Mirage Pro,2014,['Black'],True,"Oakland,CA,94602",1402898400
27446,1997 Specialized S-Works,absent,Specialized,S-Works,1997,['Yellow or Gold'],True,"San Francisco,94103",1402812000
26954,2012 Cannondale Lexi f/s mountain bike,KM68843,Cannondale,Lexi f/s mountain bike,2012,['White'],True,"San Rafael,CA,94903",1402812000
27250,Centurion step-through frame,absent,Centurion,step-through frame,,['Red'],True,"Oakland,CA,94608",1402812000
27075,2013 Giant TCR Composite 1,G72Z1688,Giant,TCR Composite 1,2013,['White'],True,"San Francisco,CA,94110",1402812000
26937,Marin Bikes San Rafael,001C524JGC110,Marin Bikes,San Rafael,,['Silver or Gray'],True,"Oakland,CA,94611",1402812000
18187,Raleigh m600,absent,Raleigh,m600,,['Blue'],True,"South San Francisco,CA,94080",1402774593
16847,2008 Masi Soulville 8,absent,Masi,Soulville 8,2008,['Black'],True,"San Francisco,CA,94110",1402773505
26928,2010 Trek,absent,Trek,,2010,['Blue'],True,San Francisco,1402725600
3825,2013 Specialized Epic Expert Carbon,wsbc604180411h,Specialized,Epic Expert Carbon,2013,['Black'],True,"San Francisco,CA,94123",1402639200
28275,2009 Trek 7.5 FX,WTU063C0832E,Trek, 7.5 FX,2009,['Silver or Gray'],True,"Berkeley,94708",1402639200
3831,2012 Fuji Absolute 2.0,SPE088IC0198J,Fuji,Absolute 2.0,2012,['Red'],True,"San Mateo,CA,94401",1402639200
10052,2013 Giant,G120824,Giant,,2013,"['Black', 'Red']",True,"San Francisco,CA,94115",1402639200
25985,2014 Fuji Crosstown 2.5 LS,423217,Fuji,Crosstown 2.5 LS,2014,['Silver or Gray'],True,"San Francisco,CA,94121",1402639200
3889,2013 Calfee Design Bamboo,absent,Calfee Design,Bamboo ,2013,['Brown'],True,"San Francisco,CA,94109",1402639200
6029,2013 Specialized Epic Expert,WSBC604180411H,Specialized,Epic Expert,2013,['Black'],True,"San Francisco,CA,94123",1402552800
26999,Specialized Crosstrail Sport Disc,WSBC608003596R,Specialized,Crosstrail Sport Disc,,"['Red', 'Black']",True,"San Francisco,CA,94114",1402552800
29034,2012 GT Bicycles AVALANCHE 2.0,SNMNG12C59562,GT Bicycles,AVALANCHE 2.0,2012,['Orange'],True,"San,CA,94107",1402552800
8516,2012 GT Bicycles Tachyon 4.0,c409070002,GT Bicycles,Tachyon 4.0,2012,['Silver or Gray'],True,"San Francisco,CA,94114",1402552800
8521,2013 Jamis Satellite Sport Femme,U126U14735,Jamis,Satellite Sport Femme,2013,['White'],True,"Oakland,CA,94607",1402552800
8517,2012 Motobecane,CYIDC11C02441,Motobecane,,2012,['Blue'],True,"San Francisco,CA,94110",1402466400
3811,2012 Motobecane,CYIDC11C02441 ,Motobecane,,2012,['Blue'],True,"San Francisco,94110",1402466400
47748,Miyata,M377662,Miyata,,,['Black'],True,"San Francisco,CA,94158",1402380000
8496,Unknown unknown,absent,Unknown,unknown,,['Black'],True,"San Fransisco,CA,94107",1402380000
8463,2012 Giant Escape,C31C9901,Giant,Escape,2012,"['White', 'Teal']",True,"San Francisco,CA,94133",1402293600
8465,2008 Marin Bikes Quad XC,absent,Marin Bikes,Quad XC,2008,['Orange'],True,"Lafayette,CA,94549",1402293600
7688,2013 Giant Defy 5,GE2G2388,Giant,Defy 5,2013,"['White', 'Blue']",True,"San Francisco,CA,94110",1402207200
3799,2014 Moots Cycles Rogue RSL,05261,Moots Cycles,Rogue RSL,2014,['Silver or Gray'],True,"Oakland,94612",1402207200
5879,2012 Marin Bikes Portofino,CA10440FS3056,Marin Bikes,Portofino,2012,['Blue'],True,"San Francisco,CA,94103",1402207200
26932,Marin Bikes Hybrid Woman's,absent,Marin Bikes,Hybrid Woman's,,['White'],True,"San Francisco,CA,94118",1402207200
8606,2013 Cannondale Synapse Alloy Disk 5,1M68576,Cannondale,Synapse Alloy Disk 5,2013,['Black'],True,"San Francisco,CA,94110",1402207200
7694,Trek SL Alpha 1000,absent,Trek,SL Alpha 1000,,"['Black', 'White']",True,"San Francisco,CA,94110",1402207200
6002,2014 Moots Cycles Rogue,05261,Moots Cycles,Rogue,2014,['Silver or Gray'],True,"Oakland,CA,94612",1402207200
8136,2010 Manhattan green,U80340062,Manhattan,green,2010,['Black'],True,"San,CA,94110",1402120800
5821,2008 Surly Long Hall Trucker,M8122119,Surly,Long Hall Trucker,2008,['Green'],True,"San Francisco,CA,94110",1401948000
7658,2001 Litespeed Vortex,absent,Litespeed,Vortex,2001,['Silver or Gray'],True,"San Francisco,CA,94111",1401948000
